,Name,Address,Latitude,Longitude
677,Valley Oasis Shelter Lancaster California,"43434 E. Sahuayo St. Lancaster, California 93535",34.67239000000,-118.127540000000
678,Women's Center - High Desert Ridgecrest California,"134 South China Lake Boulevard Ridgecrest, California 93555",35.62133407593,-117.669540405273
679,Friends In Service Helping (FISH) Carson City Nevada,"138 East Long Street Carson City, Nevada 89706",39.17418289000,-119.766288000000
680,Launching Pad Empowerment Center Reno Nevada,"7400 South Virginia Street Reno, Nevada 89511",39.45990372000,-119.780845000000
681,Reno-Sparks Gospel Mission Reno Nevada,"355 Record Street Reno, Nevada 89512",39.52455521000,-119.811645000000
682,St. Vincent's Transitional Center Reno Nevada,"275 East Fourth Street Reno, Nevada ",39.53072738647,-119.810745239258
683,St. Vincent's Center Reno Nevada,"500 East Fourth Street Reno, Nevada 89512",39.53080750000,-119.807258000000
684,Casa de Vida Reno Nevada,"1290 MIll St Reno, Nevada 89502",39.52342690000,-119.794070000000
685,The Salvation Army Community Center Reno Nevada,"1931 Sutro Reno, Nevada 89512",39.52752686000,-119.799751000000
686,Reno Housing Authority Reno Nevada,"1525 East 9th Street Reno, Nevada 89512",39.53863906860,-119.793739318848
687,Hosanna Home Women's Transitional Shelter Sparks Nevada,"PO Box 51316 Sparks, Nevada 89435",39.54000091553,-119.750000000000
688,Lane Street Effort Yreka California,"417 Lane St Yreka, California 96097",41.73076629639,-122.638923645020
689,Albany Helping Hands Albany Oregon,"619 Ninth Avenue Albany, Oregon 97322",44.63226660000,-123.096410000000
690,ChristWalk Supportive Transitional Housing Lebanon Oregon,"145 West Ash St Lebanon, Oregon 97355",44.54032135010,-122.908935546875
691,Salem Interfaith Hospitality Network Salem Oregon,"1055 Edgewater St NW Salem, Oregon 97304",44.94206960000,-123.054980000000
692,Union Gospel Mission of Salem Oregon Salem Oregon,"345 Commercial Street NE  Salem, Oregon 97301",44.94319980000,-123.039570000000
693,Lighthouse Shelter Salem Oregon Salem Oregon,"1901 Front Street NE  Salem, Oregon  9730",44.95871810000,-123.034522000000
694,Moving Forward Towards Independence  Salem Oregon,"4955 Oak Park Dr  NE  Salem, Oregon 97305",44.96767000000,-122.961330000000
695,Medford Gospel Mission Medford Oregon,"125 West Jackson St Medford, Oregon 97501",42.33108139000,-122.880195000000
696,Hearts With a Mission Medford Oregon,"521 Edwards St Medford, Oregon 97501",42.33562469000,-122.875991000000
697,Salvation Army Medford Medford Oregon,"304 Beatty St Medford, Oregon 97501",42.33561325073,-122.877685546875
698,St. Anthony Shelter - Shelter For Women Medford Oregon,"2424 N. Pacific Hwy. Medford, Oregon 97501",42.34870529175,-122.888473510742
699,THE House Coos Bay Coos Bay Oregon,"745 Koos Bay Blvd Coos Bay, Oregon 97420",43.37846755981,-124.220176696777
700,South Coast Gospel Mission Coos Bay Oregon,"1999 N 7th St Coos Bay, Oregon 97420",43.38241577148,-124.222320556641
701,South Coast Gospel Mission Coos Bay Oregon,"1999 N. 7th St Coos Bay, Oregon 97420",43.38241577148,-124.222320556641
702,Grandma's House of Central Oregon Bend Oregon,"PO Box 6372 Bend, Oregon 97708",44.06999969482,-121.300003051758
703,Bethlehem Inn Bend Oregon,"3705 N Hwy 97 Bend, Oregon 97701",44.08792495728,-121.307250976563
704,St. Joseph's Shelter Mt. Angel Oregon,"925 S. Main St. Mt. Angel, Oregon 97362",45.06163788000,-122.803154000000
705,Warming Center Myrtle Creek Oregon,"1242 N E Spruce Ave Myrtle Creek, Oregon 97457",43.03205871582,-123.281661987305
706,Roseburg Dream Center Drop In Center Roseburg Oregon,"433 SE Main St Roseburg, Oregon 97470",43.21006774902,-123.342483520508
707,First Place Family Shelter Eugene Oregon,"1995 Amazon Parkway Eugene, Oregon ",44.03791809082,-123.089485168457
708,ShelterCare Center for Programs & Services Eugene Oregon,"499 W. 4th Ave. Eugene, Oregon 97401",44.04758072000,-123.119766000000
709,The Eugene Mission Eugene Oregon,"1542 West 1st Avenue Eugene, Oregon 97402",44.05867004000,-123.116050000000
710,Looking Glass Eugene Oregon,"2485 Roosevelt Blvd Eugene, Oregon ",44.06386566162,-123.132301330566
711,Eugene Service Station Eugene Oregon,"450 Highway 99 North Eugene, Oregon 97402",44.06628036499,-123.139381408691
712,Egan Warming Center - Cold Weather Shelter Eugene Oregon,"456 Hwy 99N Eugene, Oregon 97402",44.06634521484,-123.139442443848
713,Bosco House Eugene Oregon,"4488 Knoop ave. Eugene, Oregon 97402",44.07197952271,-123.172630310059
714,Grants Pass Gospel Rescue Mission Grants Pass Oregon,"540 SW Foundry Grants Pass, Oregon 97526",42.44083405000,-123.333129000000
715,Klamath Falls Gospel Mission Shelter Klamath Falls Oregon,"823 Walnut Ave Klamath Falls, Oregon 97601",42.22557449341,-121.779258728027
716,Family Promise of LIncoln County Lincoln City Oregon,"5030 SE Hwy 101 Lincoln City, Oregon 97367",44.92866897583,-124.015151977539
717,Samaritan House Inc Newport Oregon,"715 Sw Bay St  Newport, Oregon 97365-5161 ",44.62875747681,-124.062576293945
718,Redemption House Prineville Oregon,"780 E 1st street Prineville, Oregon 97754",44.30080795288,-120.838844299316
719,Pendleton Warming Station Pendleton Oregon,"715 SE Court Ave Pendleton, Oregon 97801",45.67424290000,-118.782065000000
720,Salvation Army Food Bags Henderson Henderson Nevada,"830 East Lake Mead Pkwy Henderson, Nevada 89015",36.05236000000,-114.968500000000
721,Nevada Partnership For Homeless Youth Las Vegas Nevada,"4981 Shirley St Las Vegas, Nevada 89119",36.09958440000,-115.142790000000
722,"Innovative Concept Transitional Housing,Inc. Las Vegas Nevada","1601 Sandhill Road  Las Vegas, Nevada 89104",36.15370178223,-115.094551086426
723,Women's Development Center Las Vegas Nevada,"953 E. Sahara Suite 201 Las Vegas, Nevada ",36.14384460449,-115.142189025879
724,Family Promise of Las Vegas Las Vegas Nevada,"1410 Maryland Parkway Las Vegas, Nevada 89104",36.16401672000,-115.138633000000
725,Courtyard Homeless Resource Center Las Vegas Nevada,"1401 Las Vegas Blvd N Las Vegas, Nevada 89101",36.18558050000,-115.134581330000
726,Catholic Charities Shelter for Men Las Vegas Las Vegas Nevada,"1502 Las Vegas Blvd North Las Vegas, Nevada 89101",36.18614195981,-115.134105712870
727,Las Vegas Rescue Mission Las Vegas Nevada,"480 W Bonanza Rd Las Vegas, Nevada 89106",36.17740249634,-115.147743225098
728,The Shade Tree For Women North Las Vegas Nevada,"1 West Owens North Las Vegas, Nevada 89030",36.18812180000,-115.136756000000
729,The Salvation Army Day Resource Center - Emergency Lodge North Las Vegas Nevada,"35 W. Owens Avenue North Las Vegas, Nevada 89030",36.18820953000,-115.140045000000
730,Day Resource Center/ Emergency Lodge Las Vegas Nevada,"35 W. Owens Las Vegas, Nevada 89030",36.18820953000,-115.140045000000
731,Safe Nest: Temporary Assistance for Domestic Crisis Las Vegas Nevada,"2915 W. Charleston Avenue Las Vegas, Nevada 89102",36.15874100000,-115.180633000000
732,God In Me Ministry Las Vegas  Nevada,"1824 Leonard Lane Las Vegas , Nevada 89108",36.19207001000,-115.209632000000
733,Danielle House - Angels Power Ltd Las Vegas ,"600 Palmhurst Dr. Las Vegas,  89145",36.16572600000,-115.252093000000
734,Crossroads Nogales Mission Nogales Arizona,"338 N. Morley Ave.  Nogales, Arizona 85621",31.33826280000,-110.936890000000
735,Interfaith Homeless Emergency Lodging Program Mesa - Mesa I HELP Mesa Arizona,"5946 E University Dr Mesa, Arizona 85205",33.42343100000,-111.702500000000
736,House of Refuge Mesa Arizona,"6935 East Williams Field Rd Mesa, Arizona 85212",33.30655890000,-111.682798000000
737,Save the Family Mesa Arizona,"125 E. University Dr. Mesa, Arizona 85201",33.42204660000,-111.828097600000
738, A New Leaf Women's Domestic Violence Shelters Mesa Arizona,"confidential not provided Mesa, Arizona 85201",33.43081665000,-111.838127000000
739,A New Leaf's East Valley Men's Center (EVMC) Shelter  Mesa Arizona,"2345 N. Country Club Drive Mesa, Arizona 85201",33.45830536000,-111.839065000000
740,La Mesita Family Homeless Shelter Chandler Arizona,"2254 W Main St Chandler, Arizona 85201",33.41544460000,-111.880450000000
741,La Mesita Family Homeless Shelter Mesa Arizona,"2245 W Ella St Mesa, Arizona 85201",33.41613500000,-111.880527000000
742,La Mesita Apartments Mesa Arizona,"2254 W Main St Mesa, Arizona 85201",33.41497000000,-111.881240000000
743,Family Promise of Greater Phoenix Scottsdal Arizona," 7447 E. Earll Dr. Scottsdal, Arizona 85257",33.48372100000,-111.919894000000
744,Cochise County Childrens Crisis Center Huachuca City Arizona,"721 Gonzales Blvd Huachuca City, Arizona 85616",31.63822746000,-110.337471000000
745,Bisbee Coalition for the Homeless - Homeless Shelter Bisbee Arizona,"509 Romero St. Bisbee, Arizona 85603",31.41461130000,-109.898990000000
746,Renaissance House Transitional Housing Bisbee Arizona,"240 Ohara St Bisbee, Arizona 85603",31.40880013000,-109.904701000000
747,House of Hope Douglas Arizona,"2105 N Washington Ave Douglas, Arizona 85603",31.35627937000,-109.527931000000
748,Forgach House - Domestic Crisis Shelter Sierra Vista Arizona,"not disclosed Sierra Vista, Arizona 85636",31.55458010000,-110.274273900000
749,Good Neighbor Alliance - Samaritan Station Sierra Vista ,"420 N 7th St Sierra Vista,  85635",31.55936432000,-110.291458000000
750,Angie's House Cottonwood Arizona,"P. O. Box 4484 Cottonwood, Arizona 86326",34.73918915000,-112.009880000000
751,Catholic Charities Shelter Cottonwood Cottonwood Arizona,"736 N Main St Cottonwood, Arizona 96326",34.74421310000,-112.023048000000
752,House Of Refuge Sunnyslope Phoenix Arizona,"9844 N 7th St Phoenix, Arizona 85020",33.57567596000,-112.065033000000
753,Vista Colina Emergency Family Shelter Phoenix Arizona,"1050 W Mountain View Rd Phoenix, Arizona 85021",33.57564500000,-112.086566000000
754,Vista Colina Emergency Family Shelter Phoenix Arizona,"1050 W Mountain View Rd Phoenix, Arizona 85021",33.57512700000,-112.086637000000
755,The Respite Shelter for Homeless Men Phoenix Arizona,"7000 N Central Avenue Phoenix, Arizona 85020",33.53843689000,-112.073967000000
756,Homebase Youth Services - Shelter for Youth Phoenix Arizona,"931 East Devonshire Avenue Phoenix, Arizona 85014",33.49716187000,-112.062080000000
757,Homeward Bound Phoenix Arizona,"2302 W. Colter Phoenix, Arizona 85015",33.51333237000,-112.108604000000
758,Church on the Street - COTS - Homeless Assistance Phoenix Arizona,"3210 NW Grand Avenue Phoenix, Arizona 85017",33.49048233000,-112.127677000000
759,UMOM New Day Centers? Phoenix ,"3333 East Van Buren Street Phoenix,  85008",33.45143890000,-112.009689000000
760,Kaiser Family Crisis Shelter Phoenix Arizona,"2707 E Van Buren St Phoenix, Arizona  8500",33.45115790000,-112.024014100000
761,Elim House Shelter Phoenix Arizona,"2707 E. Van Buren St. Phoenix, Arizona 85008",33.45115790000,-112.024014100000
762,Arizona Coalition to End Homelessness Phoenix Arizona,"141 E Palm Ln Ste 105 Phoenix, Arizona 85004",33.46325302000,-112.097091000000
763,Justa Center Phoenix Arizona,"1001 West Jefferson Phoenix, Arizona 2913",33.44676250000,-112.086136000000
764,Andre House Phoenix Arizona,"213 S 11th Ave Phoenix, Arizona 85007",33.44534200000,-112.086532000000
765,Homeless ID Project  Phoenix Arizona,"206 S 12th Ave Phoenix, Arizona 85007",33.44573310000,-112.088154200000
766,Brian Garcia Welcome Center Phoenix ,"206 S. 12th Avenue Phoenix,  85007",33.44546000000,-112.088292000000
767,Central AZ Shelter Services Phoenix Arizona,"230 S 12th Ave Phoenix, Arizona 85007",33.44478840000,-112.088580000000
768,Brian Garcia Welcome Center - Single Adult Shelter Phoenix Arizona,"206 S 12th Ave Phoenix, Arizona 85007",33.44478840000,-112.088587000000
769,Lodestar Day Resource Center Phoenix Arizona,"1125 W Jackson Phoenix, Arizona 85007",33.44499969000,-112.091842000000
770,Terros Safe Haven Shelter Phoenix Arizona,"210 S.12th Ave Phoenix, Arizona 85007",33.43116379000,-112.067062000000
771,Gift of Mary Womens Shelter  Phoenix Arizona,"1406 S 17th Ave Phoenix, Arizona 85007",33.43451691000,-112.095825000000
772,St Francis Men's Shelter Tucson ,"601 E. Fort Lowell Rd. Tucson, Arizona 85705",32.26582000000,-110.962810000000
773,Joshua House Transitional Housing Tucson Arizona,"3028 North Geronimo Avenue Tucson, Arizona 85705",32.26205826000,-110.965583000000
774,Our Family Services Tucson Arizona,"2590 N Alvernon Way Tucson, Arizona 85712",32.25386900000,-110.909050000000
775,Gospel Rescue Mission: Women's Recovery Center Tucson Arizona,"707 W. Miracle Mile Tucson, Arizona 85705",32.26069680000,-110.982940000000
776,Emerge! Center Against Domestic Abuse Tucson Arizona,"2545 E. Adams Street Tucson, Arizona 85716",32.24094009000,-110.934349000000
777,New Beginnings For Women Tucson Arizona,"3830 E. Bellevue Street Tucson, Arizona 85716",32.23755000000,-110.910760000000
778,Salvation Army Hospitality House Tucson Arizona,"1002 N. Main Avenue Tucson, Arizona 85705",32.23473600000,-110.977470000000
779,The Primavera Foundation Shelter for families Tucson Arizona,"702 South 6th Avenue Tucson, Arizona 85701",32.21324158000,-110.968658000000
780,Casa Paloma Women's Residence Tucson Arizona,"702 S. 6th Ave. Tucson, Arizona 85701",32.21313000000,-110.968800000000
781,Gospel Rescue Mission - Mens Center Tucson Arizona,"4550 S Palo Verde Road Tucson, Arizona 85714",32.20084100000,-110.973360000000
782,Primavera Men's Shelter Tucson Arizona,"200 E. Benson Highway Tucson, Arizona 85713",32.18531418000,-110.966705000000
783,Hope Cottage Flagstaff ,"2211 E Johnson Ave Flagstaff,  86004",35.20241690000,-111.618627000000
784,Sunshine Rescue Mission Flagstaff ,"124 S. San Francisco Flagstaff,  86001",35.19507217000,-111.648933000000
785,Northland Family Help Center Flagstaff Arizona,"2532 N 4th St #506 Flagstaff, Arizona 86004",35.21337260000,-111.613090000000
786,Flagstaff Shelter Services Flagstaff Arizona,"4185 E. Huntington Drive Flagstaff, Arizona 86004",35.21617126000,-111.587898000000
787,Bread of Life Mission of Holbrook - BOLMAZ Holbrook Arizona,"885 Hermosa Drive Holbrook, Arizona 86025",34.92362976000,-110.136413000000
788,Kingman Aid to Abused People Kingman Arizona,"1770 Airway Ave. Kingman, Arizona 86401",35.22482640000,-114.032950000000
789,"Cornerstone Mission Project, Inc. Kingman Arizona","3049 Sycamore Ave Kingman, Arizona 86409",35.22228622000,-114.010368000000
790,"Safehouse - A Project of West Care, Inc. Bullhead City Arizona","P.O. Box 20205 Bullhead City, Arizona 86439",34.91999817000,-114.129997000000
791,Yavapai Territorial Gospel Rescue Mission Prescott Arizona,"602 Lincoln Avenue Prescott, Arizona 86301",34.55142212000,-112.474624000000
792,Prescott Area Women's Shelter Prescott Arizona,"336 N. Rush Street Prescott, Arizona 86301",34.54602432000,-112.457695000000
793,Project Aware Inc Men's Shelter Prescott Arizona,"215 1/2 W. Leroux Prescott, Arizona 86301",34.53406143000,-112.470596000000
794,Mt. Graham Safe House Safford Arizona,"P.O. Box 1202 Safford, Arizona 85548",32.83000183000,-109.709999000000
795,New Hope Ranch St Johns Arizona,"P.O. Box 1589 St Johns, Arizona 85924",34.55162811000,-109.663932000000
796,Crossroads Missions Mens Homeless Shelter Yuma Arizona,"944 S. Arizona Avenue Yuma, Arizona 85364",32.71061230000,-114.616231600000
797,Catholic Community Services of Western Arizona Yuma Arizona,"690 E. 32nd Street Yuma, Arizona 85364",32.66994095000,-114.614097000000
798,Crossroads Mission Yuma Arizona,"944 S. AZ Avenue Yuma, Arizona 85364",32.70140076000,-114.649200000000
799,The Road Home - South Salt Lake Men's Resource Center South Salt Lake Utah,"3380 S 1000 W South Salt Lake, Utah 84101",40.69743000000,-111.920590000000
800,Rescue Mission of Salt Lake - Rescue Haven Salt Lake City Utah,"1165 South State Street Salt Lake City, Utah 84111",40.74356079102,-111.888114929199
801,The Road Home - Midvale Family Center Midvale Utah,"529 W 7300 S Midvale, Utah 84047",40.61876480000,-111.959809000000
802,The Road Home - Palmer Court Salt Lake City Utah,"999 S. Main Street Salt Lake City, Utah 84111",40.74731445000,-111.890922000000
803,Wasatch Homeless Health Care Program Salt Lake City Utah,"4th Street Clinic Salt Lake City, Utah 84101",40.75952148438,-111.888229370117
804,Rescue Mission of Salt Lake Salt Lake City Utah,"463 South 400 W Salt Lake City, Utah 84101",40.75521850586,-111.899864196777
805,Wasatch Homeless Health Care Program Salt Lake City Utah,"4th Street Clinic Salt Lake City, Utah 84101",40.75628662109,-111.902587890625
806,Family Promise of Salt Lake Salt Lake City Utah,"814 West 800 South Salt Lake City, Utah 84165",40.75210953000,-111.914588000000
807,Provo Homeless Shelter - Food and Care Coalition Provo Utah,"299 E 900 S Provo, Utah 84062",40.22248077000,-111.651954000000
808,Canyon Creek Women's Crisis Center Cedar City Utah,"77 N Main St Cedar City, Utah 84720",37.67878980000,-113.061791000000
809,Iron County Care and Share Cedar City Utah,"222 West 900 North Cedar City, Utah 84720",37.69306180000,-113.065348000000
810,Ogden Rescue Mission Ogden Utah,"2781 Wall Avenue Ogden, Utah 84401",41.21492767334,-111.979179382324
811,Youth Futures Ogden Utah,"2760 Adams Ave Ogden, Utah 84403",41.21502000000,-111.967580000000
812,Lantern House Shelter Ogden Utah,"269 W. 33rd Street Ogden, Utah 84401",41.20317290000,-111.982890000000
813,Youth Futures St. George St George ,"340 E Tabernacle Street St George,  84770",37.10777000000,-113.576100000000
814,Switchpoint Saint George Utah,"948 N 1300 West Saint George, Utah 84770",37.12465400000,-113.610803000000
815,Uintah County Turning Point - Homeless Shelter Vernal Utah,"145 W Main Street Vernal, Utah 84078",40.45544800000,-109.531190000000
816,Family Services Department JOHNSON COUNTY Buffalo Wyoming,"381 North Main Street Buffalo, Wyoming 82834",44.35153579712,-106.698997497559
817,Life Steps Community - Transitional Housing Center Casper Wyoming,"1514 E. 12th Street Suite 200 Casper, Wyoming 82601",42.83887481689,-106.305969238281
818,Central Wyoming Rescue Mission Casper Wyoming,"230 North Park Casper, Wyoming 82602",42.85173797607,-106.318252563477
819,PEAK WELLNESS CENTER Cheyenne Wyoming,"604 E. 25th St Cheyenne, Wyoming 82003",41.14334106445,-104.813697814941
820,VETERANS ADMIN. MEDICAL CENTER Cheyenne Wyoming,"2326 E. Pershing Blvd Cheyenne, Wyoming 82001",41.14598083496,-104.789756774902
821,SALVATION ARMY Cheyenne Wyoming,"601 East 20th St Cheyenne, Wyoming 82001",41.13874435425,-104.810729980469
822,VA HOMELESS PROGRAM Cheyenne Wyoming,"2360 E. Pershing Blvd Cheyenne, Wyoming 82001",41.14598083496,-104.789497375488
823,Welcome Mat Day Center Cheyenne Wyoming,"907 Logan Avenue Cheyenne, Wyoming 82001",41.13389969000,-104.792190000000
824,Comea House Cheyenne Wyoming,"1504 Stinson Cheyenne, Wyoming 82001",41.12651443000,-104.829414000000
825,COMEA House Resource Center Cheyenne Wyoming,"1504 Stinson Cheyenne, Wyoming 82003",41.12651443481,-104.829414367676
826,CHEYENNE HOUSING AUTHORITY Cheyenne Wyoming,"3304 Sheridan Ave Cheyenne, Wyoming 82009",41.16105270386,-104.769233703613
827,Richards Center Cheyenne Wyoming,"4700 Ocean Loop Cheyenne, Wyoming 82009",41.16102600098,-104.755447387695
828,FATHER HUBBARD'S CUPBOARD Douglas Wyoming,"103 South 8th Street Douglas, Wyoming 82633",42.75888824463,-105.376518249512
829,Waystation Gillette Wyoming,"115 Rohan Avenue Gillette, Wyoming 82716",44.29492187500,-105.512458801270
830,CHRYSALIS HOUSE Pine Bluffs Wyoming," Pine Bluffs, Wyoming 82082",41.18381881714,-104.067756652832
831,Bell Park Tower Sheridan Wyoming,"1309 Coffeen Ave Suite A Sheridan, Wyoming 82801",44.78374481201,-106.942428588867
832,Sheriden Community Shelter Sheridan Wyoming,"1898 Fort Road Building 24 Sheridan, Wyoming 82801",44.82715606689,-106.987365722656
833,La Puente Home Shelter Alamosa Colorado,"913 State Ave Alamosa, Colorado 81101",37.46325684000,-105.865669000000
834,Aspen Homeless Shelter Aspen  Colorado,"P.O. Box 2050 Aspen , Colorado 81612",39.18999862671,-106.819999694824
835,Comitis Crisis Center Aurora Colorado,"2178 Victor Street Aurora, Colorado 80045",39.74823380000,-104.832885000000
836,HOPE Program - HIV Day Shelter Denver ,"1555 Race St Denver, Colorado 80206",39.74101700000,-104.963803000000
837,The Gathering Place Denver Colorado,"1535 High Street Denver, Colorado 80218",39.74060440000,-104.964973000000
838,Warren Village Denver Colorado,"1323 Gilpin St Denver, Colorado 80218",39.73725000000,-104.967610000000
839,Denver Rescue Mission Denver ,"3501 E. 46th Avenue Denver,  80216",39.78023529000,-104.946220000000
840,Joy House Denver Colorado,"PO Box 9884 Denver, Colorado 80218",39.74731827000,-104.977760000000
841,Christ Body Ministries Denver ,"850 Lincoln St Denver, Colorado 80235",39.72975540000,-104.985923000000
842,House of Hope - The Family Tree Englewood ,"3301 S Grant St Englewood, Colorado 80113",39.65664673000,-104.984275000000
843,New Genesis (for men and women) Denver Colorado,"1680 Sherman St. Denver, Colorado 80203",39.74303055000,-104.984420000000
844,New Genesis Denver Colorado,"1680 Sherman St Denver, Colorado 80203",39.74282455444,-104.984619140625
845,Sacred Heart House of Denver Denver Colorado,"2844 Lawrence St Denver, Colorado 80205",39.76006317000,-104.981323000000
846,Urban Peak Denver Denver Colorado,"730 21st Street Denver, Colorado 80205",39.75020800000,-104.986930000000
847,St Francis Center Denver ,"2323 Curtis St Denver, Colorado 80205",39.75407791000,-104.986084000000
848,Colorado Coalition Homeless Denver Colorado,"2130 Stout St Denver, Colorado 80205",39.75144958000,-104.987831000000
849,The Delores Project Shelters Denver Colorado,"P.O. Box 1406 Denver, Colorado 80201",39.75107955930,-104.988929749000
850,Catholic Samaritan House Denver ,"2301 Lawrence St Denver, Colorado 80205",39.75529861000,-104.988082000000
851,Catholic Charities Northeast Emergency Assistance Center Commerce City Colorado,"6621 E. 72nd Ave Commerce City, Colorado 80022",39.82733536000,-104.910339000000
852,Salvation Army Crossroads Men's Shelter Denver Colorado,"1901 29th St Denver, Colorado 80216",39.76552300000,-104.987599000000
853,ACCESS Housing Commerce City Colorado,"6978 Colorado Boulevard Commerce City, Colorado 80022",39.82311249000,-104.940223000000
854,The Salvation Army Lambuth Family Center Denver Colorado,"2741 North Federal Denver, Colorado 80211",39.75708020000,-105.025661000000
855,"Family Tree Inc in Wheat Ridge, Colorado  Wheat Ridge ","3805 Marshall St Wheat Ridge, Colorado 80033",39.76959229000,-105.068977000000
856,Growing Home Westminster ,"3489 W 72nd Ave #110 Westminster, Colorado 80030",39.82743835449,-105.032577514648
857,Shannon's Hope Maternity Home Wheat Ridge Colorado,"PO BOX 1477 Wheat Ridge, Colorado 80304",39.77170562744,-105.111213684082
858,Cold Weather Care Westminster Colorado,"PO BOX 351594 Westminster, Colorado 80035",39.88729095460,-105.026443481000
859,Almost Home - Shelter and Housing Assistance Brighton Colorado,"231 North Main Street Brighton, Colorado 80601",39.99025726000,-104.820571000000
860,Safehouse Progressive Alliance Lafayette Colorado,"400 E Simpson St # 201 Lafayette, Colorado 80026",39.99806900000,-105.086360000000
861,The Little Flower Maternity Home Louisville Colorado,"PO Box 270181 Louisville, Colorado 80027",39.98279190064,-105.134910583500
862,Feed My Sheep Homeless Ministry Glenwood Springs  Colorado,"1004 Grand Ave Glenwood Springs , Colorado 81601",39.54389954000,-107.324821000000
863,Boulder Outreach for Homeless Overflow - BOHO Boulder Colorado,"P.O.Box 1393 Boulder, Colorado 80306",40.01498560000,-105.270545000000
864,Bridge House Boulder Colorado,"1120 1/2 Pine St Boulder, Colorado 80302",40.01980972290,-105.281097412109
865,Attention Homes Emergency Shelter For Children Boulder Colorado,"3080 Broadway Boulder, Colorado 80304",40.03069305420,-105.281921386719
866,Safehouse Progressive Alliance Boulder Colorado,"835 North St Boulder, Colorado 80304",40.02473450000,-105.286415000000
867,Jeffco Self-Sufficiency Council Lakewood ,"1020 Upham St. Lakewood,  80302",40.02590179443,-105.311798095703
868,EFAA (Emergency Family Assistance Association) Boulder Colorado,"1575 Yarmouth Ave. Boulder, Colorado 80304",40.05842590332,-105.277793884277
869,Boulder Shelter for the Homeless Boulder Colorado,"4869 N. Broadway Boulder, Colorado 80304",40.06285095000,-105.282119000000
870,Inn Between Longmont Colorado,"250 Kimbark St Longmont, Colorado 80501",40.16368866000,-105.101020000000
871,HOPE- Homeless Outreach Providing Encouragement Longmont Colorado,"804 S. Lincoln St Longmont, Colorado 80501",40.16328000000,-105.097660000000
872,Safe Shelter of St. Vrain Valley Longmont Colorado,"82 21st Avenue Longmont, Colorado 80502",40.19725200000,-105.095251000000
873,137 Homeless Connection Loveland Colorado,"137 South Lincoln Ave Loveland, Colorado 80537",40.39199260000,-105.073440000000
874,Neighbor To Neighbor Loveland ,"1511 E 11th Street Loveland,  80537",40.40331268311,-105.056640625000
875,Family Promise of Larimer County Loveland Colorado,"1511 E. 11th St Suite 200 Loveland, Colorado 80537",40.40337340000,-105.056460000000
876,Hope @ Miracle House Fort Lupton Colorado,"Fort Lupton CO Fort Lupton, Colorado 80621",40.09903500000,-104.816201000000
877,R.J. Montgomery Center  - Homeless Shelter Colorado Springs Colorado,"709N S. Sierra Madre Colorado Springs, Colorado 80907",38.82418060303,-104.829238891602
878,Greccio Housing Colorado Springs ,"1015 E Pikes Peak Ave Colorado Springs,  80903",38.84161758000,-104.853088000000
879,The House Youth Shelter Grand Junction Colorado,"P.O. Box 2837 Grand Junction, Colorado 81501",39.06816483000,-108.558853000000
880,Rescue Mission Family Shelter Grand Junction Colorado,"550 South Ave Grand Junction, Colorado 81501",39.06353759766,-108.563644409180
881,Salvation Army Day Center Grand Junction Colorado,"1235 North 4th Street Grand Junction, Colorado 81501",39.07868810000,-108.566237200000
882,Grand Valley Catholic Outreach Day Center Grand Junction Colorado,"302 Pitkin Ave Grand Junction, Colorado 81501",39.06468120000,-108.567619700000
883,HomewardBound of the Grand Valley Grand Junction Colorado,"2853 North Ave Grand Junction, Colorado 81501",39.07756423950,-108.574287414551
884,Salvation Army Colorado Springs Colorado,"908 Yuma St Colorado Springs, Colorado 80909",38.84539795000,-104.778320000000
885,Pikes Peak United Way - Homeward Pikes Peak Colorado Springs Colorado,"610 S. Tejon St Colorado Springs, Colorado 80903",38.84122849000,-104.821571000000
886,Family Promise of Colorado Springs Colorado Springs ,"519 North Tejon Street Colorado Springs,  80903",38.84167440000,-104.822705300000
887,Ecumenical Social Ministries Colorado Springs ,"201 North Weber Street Colorado Springs,  80903",38.83674240000,-104.819511000000
888,Catholic Charities Marian House & Hanifen Center Colorado Springs ,"14 W Bijou St Colorado Springs,  80903",38.83694077000,-104.825622000000
889,Urban Peak Colorado Springs Colorado Springs Colorado,"423 E Cucharras St Colorado Springs, Colorado 3609",38.83076477000,-104.817588000000
890,Springs Rescue Mission Colorado Springs Colorado,"5 W. Las Vegas Colorado Springs, Colorado 80903",38.81826782000,-104.826652000000
891,Partners In Housing Colorado Springs Colorado,"455 Gold Pass Heights Colorado Springs, Colorado 80906",38.79373550415,-104.819496154785
892,The Bridge Emergency Shelter Cortez ,"601 N. Mildred Cortez, Colorado 81321",37.35526750000,-108.573674000000
893,Durango Community Shelter Durango Colorado,"1055 Avenida Del Sol Durango, Colorado 81301",37.27653885000,-107.885589000000
894,Greeley Transitional House Greeley Colorado,"1206 10th St Greeley, Colorado 80631",40.42248154000,-104.698379000000
895,Alternative Homes for Youth Greeley Colorado,"1110 M Street Greeley, Colorado 80631",40.44856644000,-104.697219000000
896,Guadalupe Community Center - Guadalupe Shelter Greeley Colorado,"1442 North 11th Avenue Greeley, Colorado 80631",40.45000076294,-104.696670532227
897,Fort Collins Rescue Mission Fort Collins Colorado,"316 Jefferson St Fort Collins, Colorado 80524",40.58869934000,-105.073463000000
